response predictor block
1.40094120982327 3.69823356265364 15
2.25974337911779 4.06935731052767 9
3.99245448950478 4.27111029417076 9
7.76956513238664 3.41357557434266 29
8.34125101397739 4.10728117220276 22
2.75429405924805 4.12651397303939 20
9.33474247528251 3.85631500996634 43
4.94291848897938 3.86334203605395 11
6.1384533966035 3.85888700022668 26
3.32913582152107 3.77749054273897 20
3.75387274531218 3.88070182506161 13
5.92974319665814 3.75040338878507 41
1.01739710323608 3.8059365263405 16
3.80046700032065 4.01611470431907 4
4.91461853336691 4.23987351474269 48
0.493805468963975 3.97242862640231 19
-4.40127311802025 3.87224762354834 17
5.98117837541708 3.77220114584255 34
6.65871925101771 3.79070707993277 39
4.58461125317763 4.60395879462234 25
12.1099613139925 4.03352205503801 47
8.0822483516044 3.87732852582726 3
6.66778037901803 3.88986303191169 34
-0.398689119361113 4.11489736025146 42
-2.32780248297643 3.82656993826563 17
10.190615357431 3.63794877240338 47
3.38874915705766 4.14368893022518 25
6.0023431357827 3.74408606925903 48
0.812342517546939 3.99621542490895 16
0.935351052000373 3.7660128497079 30
0.584320021558756 4.27557438655007 45
2.59276369554277 3.88110173028274 31
4.72310119355906 3.82263999062187 23
9.05302267238778 3.87468548485131 29
11.5217279804691 3.59272663273032 47
-1.18673634189111 3.70809518447645 42
0.382754912200345 3.45499008776283 15
11.5692958560636 3.66475170197499 43
4.35364302509561 3.92642653530907 13
-1.36335303445111 3.88352561489847 17
7.24923218318575 4.36237406632178 28
10.9618256495806 3.73283931908135 10
5.20498198360449 3.78615884156562 26
10.7300356148812 3.92984424951064 47
0.51685190984733 3.75141498092608 16
-0.693686069306437 3.75787142053199 18
6.53049218070769 3.72317045183956 3
1.16947726287765 3.68700352859027 45
6.37535899084561 3.86904297025316 26
7.28243190062809 3.87578751068332 41
0.653001076683979 3.54849218579951 12
3.71633741269114 3.85448101882767 35
-2.13573046103614 3.7227775938933 44
4.3839919618429 3.746259497627 23
3.76461376465106 3.9594226191108 9
6.09655620841197 4.14076395474863 26
-2.49878569123399 4.41195436820376 44
5.56320545303089 3.80666164401408 2
5.24347096698496 4.40147740721432 13
11.5814976342569 3.7105478630764 47
0.894248253108354 4.1641471160832 31
3.80804065286541 4.63724776767946 48
6.2277601521727 3.99130990254904 41
8.37814790144434 3.83259160508451 3
1.56106129858242 3.99809881107226 16
6.5886607199416 4.44427111203586 26
13.0234721293815 3.71534806581227 36
0.0631608539500405 4.34195679485582 15
3.30186043792826 4.33239119769559 24
-5.17450137824089 4.08411819930095 37
-0.645453960948293 4.00172320961049 7
9.01915988305677 3.88613281545964 47
3.50330594522335 3.90836901678152 20
3.88786148829124 4.16207164187579 13
4.07644440444298 4.51756771533274 48
9.97653664143488 3.96165039688326 43
9.02246076918883 3.65232476332463 21
-1.3206218220481 3.81910455572246 45
3.8243498131038 4.06456544054196 11
4.58449688155041 3.9207352212597 48
1.38240406303376 3.95555251058393 24
2.56353067739583 3.95750148078636 6
8.31504594109151 3.65692452853083 32
0.0508212405188855 3.95655320739649 15
0.0398538856543029 4.21255806428047 42
-2.60132954539041 4.17440217791706 17
-3.43259565541172 4.13749933777278 44
9.48931820857173 3.89931700613809 2
6.99441583360191 3.95210155738038 28
2.23361880360715 3.70136803009937 24
-1.10099103824371 3.98671029531417 44
4.58151241042571 4.06379900024896 25
1.59108204433787 4.42649100181002 12
6.31972382277764 4.25037831309086 26
5.2580313205827 3.87610413924964 1
5.69445197531651 4.08888757424994 5
0.819161948594906 3.71634798911654 16
7.7805754605842 4.21955090673807 28
-0.256538638406064 4.24322918834403 16
-5.67293039570597 4.53027927634392 37
5.29784869928068 4.10363088359375 1
1.2316390369389 3.88132038161766 30
11.8801219926092 4.01649837342612 36
3.21039367496222 3.87438055440153 24
4.53285093560907 3.79350035321767 11
1.82339492309663 4.04174731993825 6
9.56130271796095 3.77593384343881 21
9.05756472409212 4.04204634691394 32
6.86649143747273 4.08874206525371 3
8.31704135503914 3.98697372078222 29
13.0046180532763 3.95101634532094 36
6.48581691172783 3.83773256209856 49
6.94955602688231 3.72255819215032 49
1.96725660782568 4.21231855066376 6
7.92273219180973 4.00559063151901 10
8.67700035085547 4.20778515432671 10
6.66965815924439 3.68892803716394 23
4.44496316851246 4.04225660344154 11
5.18707265349071 4.16829157673692 49
5.63826558289008 3.99343090588787 5
0.820308822008753 3.95215195786099 42
2.58795768244517 3.80452333832503 6
4.77946111537274 4.51454049694087 49
4.90664071495853 4.18762536328896 1
4.01999762117143 4.45605207559457 25
10.8867696818815 4.020014910273 50
5.94202713212407 3.84214767525841 22
0.189694295830399 3.62167796999157 18
1.99109431971203 3.84097504222874 16
8.66853650814232 4.05657538312429 50
11.8836038860659 4.25342258686644 47
6.06805951017562 4.06318753376659 1
4.921571300521 3.70701292178972 5
7.43398958277253 4.16717858213126 28
6.61357850754365 3.58747476628891 32
7.64975013439146 3.90853693795202 40
4.02882974204638 3.92097041779173 25
7.0628209853321 3.51293848816966 41
8.92151022634714 4.23001438059773 50
12.0967598495059 3.84428210128028 47
6.47242262788387 3.91649083750064 14
5.26575139902067 4.34878697313241 5
2.7388912473666 4.15916860275974 4
8.90389870091323 3.9728920757524 10
0.303933842655538 4.12844069460117 30
3.84017100333662 4.09981795181849 1
3.34842059570351 4.4157141118576 25
-1.02769660067741 4.06897335089637 33
3.48611451066165 4.12656815580192 11
5.21347231523332 4.08688799375595 34
6.622751449952 3.90569058812592 28
0.809199870484108 4.02440486577731 38
2.51012772554361 4.40968616128043 20
0.424633729543412 3.78110188145261 42
4.45534790556023 4.03043999966026 13
