response predictor individual
27.0054789973993 -0.876859480774472 141
26.7904832204952 0.407338299004631 68
21.76415330525 -1.36011393291303 9
28.4348614602466 -0.66218676068868 110
25.3043143657716 -0.568638404635425 38
26.0074103440412 0.89401550601769 38
29.5123606367666 0.801123109717538 96
23.9605764221095 -1.66487221032051 71
23.4698271249835 -1.27530007221856 9
25.7443455994165 0.619726869064269 50
26.6010440437427 0.878533423450073 139
22.0226418978431 0.28622638423244 86
25.9655023763051 0.47349357092519 91
26.9714222907825 0.306671910082621 108
22.643444827434 -0.67111795357712 20
21.0102556983071 -0.697252915847753 43
23.9135093856874 -0.193873177450107 31
24.688746505273 0.0138727150438232 9
21.4817078622846 1.99614611242578 92
25.113328545399 -0.383828584290163 90
24.6666112963806 -1.30177774779014 58
23.0141702853257 0.206166942716669 128
25.5243521880352 -1.06003284478054 115
26.081629932757 0.297551997881484 49
24.0805909188208 -1.30065747538814 33
20.2208538307812 -0.718579889370954 80
25.4002970503028 -0.11145567149205 87
23.5047427683089 0.146329796737463 84
25.4491825634962 -0.776347253416588 115
23.4407905791792 -2.39823391235196 138
26.0397972621084 0.203075999877455 113
22.1092886645647 1.54365436584777 21
23.2885681710346 0.289222440923019 117
24.589789467773 0.707983419886451 43
26.2672236493615 2.57682408164715 128
23.1378950603314 -1.1064543312364 11
21.4348974456002 1.04555494915702 47
22.2009021844116 -0.605572013632856 13
26.197609102833 1.44416230744253 47
25.2437923974419 -2.82675524948043 130
25.7223729006024 0.0542636838957096 31
27.2290220896194 0.592384739681489 58
22.0085739842088 -1.09267820022757 102
23.6457202825145 -1.191588175554 100
25.2314025824683 0.362369516549247 47
24.9520697221254 -0.810036301992965 95
22.7995609010538 0.693841020313478 46
27.8935137101661 0.239502351896603 64
27.9828969638773 0.220538345315178 86
24.4462409807209 0.862233251553897 132
25.3978488388476 -0.78827655685603 3
21.796856283731 -1.74123887449773 26
22.7846123337849 0.0845558573588981 118
25.6775820469151 -1.37516650546653 35
25.5761029692795 -0.227120234195911 115
21.5445527761319 1.74500704139943 131
29.7931077232955 0.434524295285318 72
25.9887609139185 2.23461068804901 141
22.4792313080517 1.77006211021184 16
26.9639748881119 -0.267247405055083 145
24.87829289153 -0.35170883135261 54
23.7019510897205 -1.05343836205961 43
26.8199084264438 2.62443836622071 113
26.9928994761489 0.576218758345925 120
25.4139270221043 0.603240448265105 25
26.1488190183966 0.885852264046773 39
23.7218921877299 -1.6426400865736 20
23.7950381540639 -1.62574590894409 36
21.7815380080819 0.828699165803145 70
25.701187460407 -0.983211703025701 143
23.8831216460682 -0.202777113190634 69
22.9258829660284 1.11783796722238 65
25.6255972978097 0.870456510629407 70
24.9684505403795 0.797183564136244 52
24.6038512156341 1.14273927748422 62
26.6088596237364 0.897216579562943 22
23.3692542071084 -1.12638180221323 84
27.6035258695439 0.127475900223139 117
23.883817097045 -0.98272751089587 10
20.2064172396693 0.25031553226843 52
26.5756168914506 0.244075690349256 39
23.1579334243463 -0.627949517763214 4
25.5687642104842 -0.988304538424049 83
24.9224311467005 -0.917973373111116 80
24.1467000682679 -0.184334893416438 140
21.4104606202401 0.478067002218835 137
20.864726956578 1.63347090317687 21
21.8926085311141 0.223275667271945 79
25.5068446116722 1.750367485296 144
23.1255048914841 1.317588788399 42
26.1894796977417 0.0480567588348958 12
24.5212411696245 0.893027170221367 118
25.7270799992985 1.78246006097546 133
24.5145304391862 -0.969314170305607 103
25.6663626677348 -0.742332521965519 131
22.6369903142869 0.235320514093989 5
25.6541735083889 2.0016030280438 78
23.1076436850119 -0.324106774213636 41
27.4469438198579 1.00131917880328 96
19.7799684053434 1.23428128128908 100
26.9712436861614 0.342412209686134 72
23.5158561958426 0.228165152005666 36
26.7115581884664 0.84768678556881 83
26.6874785347608 -0.640052164667457 111
27.2135818164704 -0.416303702691184 29
25.5028841669966 -0.705365509985731 83
25.774325350591 -0.17298826518477 123
22.998821324532 -0.804512873026335 111
25.4170899131689 -0.741373539055351 139
21.9761651322539 -1.06352101112921 97
26.6552168478361 -0.568127386579838 69
24.7967834365551 -0.37904683091624 11
25.9671529269559 0.436388247620553 68
27.630822818915 -0.503131147401665 49
28.5066014267709 -1.47610406203525 95
24.4282574393247 1.23181195741999 99
26.0651591096041 -1.28153619752917 50
23.5463864456214 -0.153228603691591 9
21.7867341075252 -0.23564570171855 43
23.3039447798382 0.432773310106407 103
22.9520183287304 -0.0248196718112117 39
25.2875464532692 -1.40779229597472 16
25.7121371614722 -0.899162986716383 110
25.8784751784248 -0.801954589100204 111
23.2212910759493 -0.809198615261448 68
23.2433345260748 -2.31702684036507 64
28.1453205839776 1.80145526448533 64
